,word_id,token,NER_annotation,NER_nested_annotation,final_ent,capitalized,final_ent_reduced,struct_id,lemma,doc,msk
6766,123943648,Ἀθήνης,B-PER,O,B-PERS,True,PERS,187,Ἀθήνη,2046-001.xml,1
6767,123943649,ἀντία,O,O,O,False,O,187,ἀντίον,2046-001.xml,0
6768,123943650,Μασσικύτοιο,B-LOC,O,B-LOC,True,MISC,187,Μασσίκυτος,2046-001.xml,0
6769,123943651,Χελιδονίης,B-LOC,O,B-LOC,True,MISC,187,Χελιδόνιος,2046-001.xml,0
6770,123943652,σχεδὸν,O,O,O,False,O,187,σχεδόν,2046-001.xml,0
6771,123943653,ἄκρης,O,O,O,False,O,187,ἄκρα,2046-001.xml,0
6772,123943654,",",O,O,O,False,O,187,",",2046-001.xml,0
6773,123943655,τὴν,O,O,O,False,O,187,ὁ,2046-001.xml,0
6774,123943656,μέγ’,O,O,O,False,O,187,μέγας,2046-001.xml,0
6775,123943657,ὑποτρομέουσι,O,O,O,False,O,187,ὑποτρομέω,2046-001.xml,0
6776,123943658,τεθηπότες,O,O,O,False,O,187,τέθηπα,2046-001.xml,0
6777,123943659,εἰν,O,O,O,False,O,187,ἐν,2046-001.xml,0
6778,123943660,ἁλὶ,O,O,O,False,O,187,ἅλς,2046-001.xml,0
6779,123943661,ναῦται,O,O,O,False,O,187,ναύτης,2046-001.xml,0
6780,123943662,",",O,O,O,False,O,187,",",2046-001.xml,0
6781,123943663,εὖτε,O,O,O,False,O,187,εὖτε,2046-001.xml,0
6782,123943664,περιγνάμπτωσι,O,O,O,False,O,187,περιγνάμπτω,2046-001.xml,0
6783,123943665,μάλα,O,O,O,False,O,187,μάλα,2046-001.xml,0
6784,123943666,στυφελὰς,O,O,O,False,O,187,στυφελός,2046-001.xml,0
6785,123943667,περὶ,O,O,O,False,O,187,περί,2046-001.xml,0
6786,123943668,πέτρας,O,O,O,False,O,187,πέτρα,2046-001.xml,0
6787,123943669,.,O,O,O,False,O,187,.,2046-001.xml,0
6788,,O,O,O,O,False,O,187,,,0
6789,108109790,μακάριος,O,O,O,False,O,187,μακάριος,0527-027.xml,0
6790,108109791,ἀνήρ,O,O,O,False,O,187,ἀνήρ,0527-027.xml,0
6791,108109792,",",O,O,O,False,O,187,",",0527-027.xml,0
6792,108109793,οὗ,O,O,O,False,O,187,ὅς,0527-027.xml,0
6793,108109794,ἐστι,O,O,O,False,O,187,εἰμί,0527-027.xml,0
6794,108109795,τὸ,O,O,O,False,O,187,ὁ,0527-027.xml,0
6795,108109796,ὄνομα,O,O,O,False,O,187,ὄνομα,0527-027.xml,0
6796,108109797,Κυρίου,B-PER,O,B-PERS,True,PERS,187,κύριος,0527-027.xml,0
6797,108109798,ἐλπὶς,O,O,O,False,O,187,ἐλπίς,0527-027.xml,0
6798,108109799,αὐτοῦ,O,O,O,False,O,187,αὐτός,0527-027.xml,0
6799,108109800,",",O,O,O,False,O,187,",",0527-027.xml,0
6800,108109801,καὶ,O,O,O,False,O,187,καί,0527-027.xml,0
6801,108109802,οὐκ,O,O,O,False,O,187,οὐ,0527-027.xml,0
6802,108109803,ἐπέβλεψεν,O,O,O,False,O,187,ἐπιβλέπω,0527-027.xml,0
6803,108109804,εἰς,O,O,O,False,O,187,εἰς,0527-027.xml,0
6804,108109805,ματαιότητας,O,O,O,False,O,187,ματαιότης,0527-027.xml,0
6805,108109806,καὶ,O,O,O,False,O,187,καί,0527-027.xml,0
6806,108109807,μανίας,O,O,O,False,O,187,μανία,0527-027.xml,0
6807,108109808,ψευδεῖς,O,O,O,False,O,187,ψευδής,0527-027.xml,0
6808,108109809,.,O,O,O,False,O,187,.,0527-027.xml,0
6809,,O,O,O,O,False,O,187,,,0
6810,110044214,μάλιστα,O,O,O,False,O,187,μάλα,0015-001.xml,0
6811,110044215,γὰρ,O,O,O,False,O,187,γάρ,0015-001.xml,0
6812,110044216,τῇ,O,O,O,False,O,187,ὁ,0015-001.xml,0
6813,110044217,σκέψει,O,O,O,False,O,187,σκέψις,0015-001.xml,0
6814,110044218,ταύτῃ,O,O,O,False,O,187,οὗτος,0015-001.xml,0
6815,110044219,πιστεύουσιν,O,O,O,False,O,187,πιστεύω,0015-001.xml,0
6816,110044220,Ἰταλιῶται,B-GRP,O,B-GRP,True,MISC,187,Ἰταλιώτης,0015-001.xml,0
6817,110044221,.,O,O,O,False,O,187,.,0015-001.xml,0
6818,,O,O,O,O,False,O,187,,,0
6819,104921426,καὶ,O,O,O,False,O,187,καί,0527-002.xml,0
6820,104921427,ἤλθοσαν,O,O,O,False,O,187,ἀλθόζω,0527-002.xml,0
6821,104921428,εἰς,O,O,O,False,O,187,εἰς,0527-002.xml,0
6822,104921429,Αἰλείμ,B-LOC,O,B-LOC,True,MISC,187,Αἰλείμ,0527-002.xml,0
6823,104921430,",",O,O,O,False,O,187,",",0527-002.xml,0
6824,104921431,καὶ,O,O,O,False,O,187,καί,0527-002.xml,0
6825,104921432,ἦσαν,O,O,O,False,O,187,εἰμί,0527-002.xml,0
6826,104921433,ἐκεῖ,O,O,O,False,O,187,ἐκεῖ,0527-002.xml,0
6827,104921434,δώδεκα,O,O,O,False,O,187,δώδεκα,0527-002.xml,0
6828,104921435,πηγαὶ,O,O,O,False,O,187,πηγή,0527-002.xml,0
6829,104921436,ὑδάτων,O,O,O,False,O,187,ὕδωρ,0527-002.xml,0
6830,104921437,καὶ,O,O,O,False,O,187,καί,0527-002.xml,0
6831,104921438,ἑβδομήκοντα,O,O,O,False,O,187,ἑβδομήκοντα,0527-002.xml,0
6832,104921439,στελέχη,O,O,O,False,O,187,στέλεχος,0527-002.xml,0
6833,104921440,φοινίκων,O,O,O,False,O,187,φοῖνιξ,0527-002.xml,0
6834,104921441,·,O,O,O,False,O,187,·,0527-002.xml,0
6835,,O,O,O,O,False,O,187,,,0
6836,113478116,εἰ,O,O,O,False,O,187,εἰ,0062-038.xml,0
6837,113478117,δέ,O,O,O,False,O,187,δέ,0062-038.xml,0
6838,113478118,τινι,O,O,O,False,O,187,τις,0062-038.xml,0
6839,113478119,",",O,O,O,False,O,187,",",0062-038.xml,0
6840,113478120,προσκαλουμένων,O,O,O,False,O,187,προσκαλέω,0062-038.xml,0
6841,113478121,κατὰ,O,O,O,False,O,187,κατά,0062-038.xml,0
6842,113478122,τάξιν,O,O,O,False,O,187,τάξις,0062-038.xml,0
6843,113478123,τῶν,O,O,O,False,O,187,ὁ,0062-038.xml,0
6844,113478124,χρησμῶν,O,O,O,False,O,187,χρησμός,0062-038.xml,0
6845,113478125,—,O,O,O,False,O,187,—,0062-038.xml,0
6846,113478126,πρὸ,O,O,O,False,O,187,πρό,0062-038.xml,0
6847,113478127,μιᾶς,O,O,O,False,O,187,εἷς,0062-038.xml,0
6848,113478128,δὲ,O,O,O,False,O,187,δέ,0062-038.xml,0
6849,113478129,τοῦτο,O,O,O,False,O,187,οὗτος,0062-038.xml,0
6850,113478130,τοῦ,O,O,O,False,O,187,ὁ,0062-038.xml,0
6851,113478131,θεσπίζειν,O,O,O,False,O,187,θεσπίζω,0062-038.xml,0
6852,113478132,ἐγίγνετο,O,O,O,False,O,187,γίγνομαι,0062-038.xml,0
6853,113478133,—,O,O,O,False,O,187,—,0062-038.xml,0
6854,113478134,καὶ,O,O,O,False,O,187,καί,0062-038.xml,0
6855,113478135,ἐρομένου,O,O,O,False,O,187,ἔρομαι,0062-038.xml,0
6856,113478136,τοῦ,O,O,O,False,O,187,ὁ,0062-038.xml,0
6857,113478137,κήρυκος,O,O,O,False,O,187,κῆρυξ,0062-038.xml,0
6858,113478138,εἰ,O,O,O,False,O,187,εἰ,0062-038.xml,0
6859,113478139,θεσπίζει,O,O,O,False,O,187,θεσπίζω,0062-038.xml,0
6860,113478140,τῷδε,O,O,O,False,O,187,ὅδε,0062-038.xml,0
6861,113478141,",",O,O,O,False,O,187,",",0062-038.xml,0
6862,113478142,ἀνεῖπεν,O,O,O,False,O,187,ἀναλέγω,0062-038.xml,0
6863,113478143,ἔνδοθεν,O,O,O,False,O,187,ἔνδοθεν,0062-038.xml,0
6864,113478144,"""",O,O,O,False,O,187,"""",0062-038.xml,0
6865,113478145,ἐς,O,O,O,False,O,187,εἰς,0062-038.xml,0
6866,113478146,κόρακας,O,O,O,False,O,187,κόραξ,0062-038.xml,0
6867,113478147,"""",O,O,O,False,O,187,"""",0062-038.xml,0
6868,113478148,",",O,O,O,False,O,187,",",0062-038.xml,0
6869,113478149,οὐκέτι,O,O,O,False,O,187,οὐκέτι,0062-038.xml,0
6870,113478150,τὸν,O,O,O,False,O,187,ὁ,0062-038.xml,0
6871,113478151,τοιοῦτον,O,O,O,False,O,187,τοιοῦτος,0062-038.xml,0
6872,113478152,οὔ,O,O,O,False,O,187,οὐ,0062-038.xml,0
6873,113478153,-τε,O,O,O,False,O,187,τε,0062-038.xml,0
6874,113478154,στέγῃ,O,O,O,False,O,187,στέγη,0062-038.xml,0
6875,113478155,τις,O,O,O,False,O,187,τις,0062-038.xml,0
6876,113478156,ἐδέχετο,O,O,O,False,O,187,δέχομαι,0062-038.xml,0
6877,113478157,οὔ,O,O,O,False,O,187,οὐ,0062-038.xml,0
6878,113478158,-τε,O,O,O,False,O,187,τε,0062-038.xml,0
6879,113478159,πυρὸς,O,O,O,False,O,187,πῦρ,0062-038.xml,0
6880,113478160,ἢ,O,O,O,False,O,187,ἤ,0062-038.xml,0
6881,113478161,ὕδατος,O,O,O,False,O,187,ὕδωρ,0062-038.xml,0
6882,113478162,ἐκοινώνει,O,O,O,False,O,187,κοινωνέω,0062-038.xml,0
6883,113478163,",",O,O,O,False,O,187,",",0062-038.xml,0
6884,113478164,ἀλλ’,O,O,O,False,O,187,ἀλλά,0062-038.xml,0
6885,113478165,ἔδει,O,O,O,False,O,187,δέω,0062-038.xml,0
6886,113478166,γῆν,O,O,O,False,O,187,γῆ,0062-038.xml,0
6887,113478167,πρὸ,O,O,O,False,O,187,πρό,0062-038.xml,0
6888,113478168,γῆς,O,O,O,False,O,187,γῆ,0062-038.xml,0
6889,113478169,ἐλαύνεσθαι,O,O,O,False,O,187,ἐλαύνω,0062-038.xml,0
6890,113478170,ὡς,O,O,O,False,O,187,ὡς,0062-038.xml,0
6891,113478171,ἀσεβῆ,O,O,O,False,O,187,ἀσεβής,0062-038.xml,0
6892,113478172,καὶ,O,O,O,False,O,187,καί,0062-038.xml,0
6893,113478173,ἄθεον,O,O,O,False,O,187,ἄθεος,0062-038.xml,0
6894,113478174,καὶ,O,O,O,False,O,187,καί,0062-038.xml,0
6895,113478175,Ἐπικούρειον,B-PER,O,B-PERS,True,PERS,187,Ἐπικούρειος,0062-038.xml,0
6896,113478176,",",O,O,O,False,O,187,",",0062-038.xml,0
6897,113478177,ἥπερ,O,O,O,False,O,187,ὅς,0062-038.xml,0
6898,113478178,ἦν,O,O,O,False,O,187,εἰμί,0062-038.xml,0
6899,113478179,ἡ,O,O,O,False,O,187,ὁ,0062-038.xml,0
6900,113478180,μεγίστη,O,O,O,False,O,187,μέγας,0062-038.xml,0
6901,113478181,λοιδορία,O,O,O,False,O,187,λοιδορία,0062-038.xml,0
6902,113478182,.,O,O,O,False,O,187,.,0062-038.xml,0
6903,,O,O,O,O,False,O,187,,,0
6904,119051384,ὁρᾶτε,O,O,O,False,O,187,ὁράω,0645-003.xml,0
6905,119051385,μέντοι,O,O,O,False,O,187,μέντοι,0645-003.xml,0
6906,119051386,ὡς,O,O,O,False,O,187,ὡς,0645-003.xml,0
6907,119051387,καὶ,O,O,O,False,O,187,καί,0645-003.xml,0
6908,119051388,τῷ,O,O,O,False,O,187,ὁ,0645-003.xml,0
6909,119051389,Ἰσαὰκ,B-PER,O,B-PERS,True,PERS,187,Ἰσαάκ,0645-003.xml,1
6910,119051390,τὰ,O,O,O,False,O,187,ὁ,0645-003.xml,0
6911,119051391,αὐτὰ,O,O,O,False,O,187,αὐτός,0645-003.xml,0
6912,119051392,καὶ,O,O,O,False,O,187,καί,0645-003.xml,0
6913,119051393,τῷ,O,O,O,False,O,187,ὁ,0645-003.xml,0
6914,119051394,Ἰακὼβ,B-PER,O,B-PERS,True,PERS,187,Ἰακώβ,0645-003.xml,1
6915,119051395,ὑπισχνεῖται,O,O,O,False,O,187,ὑπισχνέομαι,0645-003.xml,0
6916,119051396,.,O,O,O,False,O,187,.,0645-003.xml,0
6917,,O,O,O,O,False,O,187,,,0
6918,117060239,οὐδὲν,O,O,O,False,O,187,οὐδείς,0551-012.xml,0
6919,117060240,δὲ,O,O,O,False,O,187,δέ,0551-012.xml,0
6920,117060241,πρὸς,O,O,O,False,O,187,πρός,0551-012.xml,0
6921,117060242,ἐχυρὰν,O,O,O,False,O,187,ἐχυρός,0551-012.xml,0
6922,117060243,πόλιν,O,O,O,False,O,187,πόλις,0551-012.xml,0
6923,117060244,ἐξ,O,O,O,False,O,187,ἐκ,0551-012.xml,0
6924,117060245,ἐφόδου,O,O,O,False,O,187,ἔφοδος,0551-012.xml,0
6925,117060246,δυνάμενος,O,O,O,False,O,187,δύναμαι,0551-012.xml,0
6926,117060247,",",O,O,O,False,O,187,",",0551-012.xml,0
6927,117060248,οὐ,O,O,O,False,O,187,οὐ,0551-012.xml,0
6928,117060249,-δὲ,O,O,O,False,O,187,δέ,0551-012.xml,0
6929,117060250,μηχανήμασιν,O,O,O,False,O,187,μηχάνημα,0551-012.xml,0
6930,117060251,ἔχων,O,O,O,False,O,187,ἔχω,0551-012.xml,0
6931,117060252,χρῆσθαι,O,O,O,False,O,187,χράω,0551-012.xml,0
6932,117060253,διὰ,O,O,O,False,O,187,διά,0551-012.xml,0
6933,117060254,τὸ,O,O,O,False,O,187,ὁ,0551-012.xml,0
6934,117060255,ὕψος,O,O,O,False,O,187,ὕψος,0551-012.xml,0
6935,117060256,",",O,O,O,False,O,187,",",0551-012.xml,0
6936,117060257,ᾕρει,O,O,O,False,O,187,αἱρέω,0551-012.xml,0
6937,117060258,τὰς,O,O,O,False,O,187,ὁ,0551-012.xml,0
6938,117060259,ἄλλας,O,O,O,False,O,187,ἄλλος,0551-012.xml,0
6939,117060260,ἐπιθέων,O,O,O,False,O,187,ἐπιθέω,0551-012.xml,0
6940,117060261,",",O,O,O,False,O,187,",",0551-012.xml,0
6941,117060262,ἐρημοτέρας,O,O,O,False,O,187,ἐρῆμος,0551-012.xml,0
6942,117060263,ἀνδρῶν,O,O,O,False,O,187,ἀνήρ,0551-012.xml,0
6943,117060264,ὑπὸ,O,O,O,False,O,187,ὑπό,0551-012.xml,0
6944,117060265,τῆς,O,O,O,False,O,187,ὁ,0551-012.xml,0
6945,117060266,ἐς,O,O,O,False,O,187,εἰς,0551-012.xml,0
6946,117060267,τὸ,O,O,O,False,O,187,ὁ,0551-012.xml,0
6947,117060268,Δελμίνιον,B-LOC,O,B-LOC,True,MISC,187,Δελμίνιον,0551-012.xml,0
6948,117060269,συνόδου,O,O,O,False,O,187,σύνοδος,0551-012.xml,0
6949,117060270,γενομένας,O,O,O,False,O,187,γίγνομαι,0551-012.xml,0
6950,117060271,.,O,O,O,False,O,187,.,0551-012.xml,0
6951,,O,O,O,O,False,O,187,,,0
6952,108593542,διὸ,O,O,O,False,O,187,διό,0007-010.xml,0
6953,108593543,καὶ,O,O,O,False,O,187,καί,0007-010.xml,0
6954,108593544,τὸ,O,O,O,False,O,187,ὁ,0007-010.xml,0
6955,108593545,βῆμα,O,O,O,False,O,187,βῆμα,0007-010.xml,0
6956,108593546,τὸ,O,O,O,False,O,187,ὁ,0007-010.xml,0
6957,108593547,ἐν,O,O,O,False,O,187,ἐν,0007-010.xml,0
6958,108593548,Πνυκὶ,B-LOC,O,B-LOC,True,MISC,187,Πνύξ,0007-010.xml,0
6959,108593549,πεποιημένον,O,O,O,False,O,187,ποιέω,0007-010.xml,0
6960,108593550,ὥστ’,O,O,O,False,O,187,ὥστε,0007-010.xml,0
6961,108593551,ἀποβλέπειν,O,O,O,False,O,187,ἀποβλέπω,0007-010.xml,0
6962,108593552,πρὸς,O,O,O,False,O,187,πρός,0007-010.xml,0
6963,108593553,τὴν,O,O,O,False,O,187,ὁ,0007-010.xml,0
6964,108593554,θάλασσαν,O,O,O,False,O,187,θάλασσα,0007-010.xml,0
6965,108593555,ὕστερον,O,O,O,False,O,187,ὕστερον,0007-010.xml,0
6966,108593556,οἱ,O,O,O,False,O,187,ὁ,0007-010.xml,0
6967,108593557,τριάκοντα,O,O,O,False,O,187,τριάκοντα,0007-010.xml,0
6968,108593558,πρὸς,O,O,O,False,O,187,πρός,0007-010.xml,0
6969,108593559,τὴν,O,O,O,False,O,187,ὁ,0007-010.xml,0
6970,108593560,χώραν,O,O,O,False,O,187,χώρα,0007-010.xml,0
6971,108593561,ἀπέστρεψαν,O,O,O,False,O,187,ἀποστρέφω,0007-010.xml,0
6972,108593562,",",O,O,O,False,O,187,",",0007-010.xml,0
6973,108593563,οἰόμενοι,O,O,O,False,O,187,οἴομαι,0007-010.xml,0
6974,108593564,τὴν,O,O,O,False,O,187,ὁ,0007-010.xml,0
6975,108593565,μὲν,O,O,O,False,O,187,μέν,0007-010.xml,0
6976,108593566,κατὰ,O,O,O,False,O,187,κατά,0007-010.xml,0
6977,108593567,θάλατταν,O,O,O,False,O,187,θάλασσα,0007-010.xml,0
6978,108593568,ἀρχὴν,O,O,O,False,O,187,ἀρχή,0007-010.xml,0
6979,108593569,γένεσιν,O,O,O,False,O,187,γένεσις,0007-010.xml,0
6980,108593570,εἶναι,O,O,O,False,O,187,εἰμί,0007-010.xml,0
6981,108593571,δημοκρατίας,O,O,O,False,O,187,δημοκρατία,0007-010.xml,0
6982,108593572,",",O,O,O,False,O,187,",",0007-010.xml,0
6983,108593573,ὀλιγαρχίᾳ,O,O,O,False,O,187,ὀλιγαρχία,0007-010.xml,0
6984,108593574,δ’,O,O,O,False,O,187,δέ,0007-010.xml,0
6985,108593575,ἧττον,O,O,O,False,O,187,ἥσσων,0007-010.xml,0
6986,108593576,δυσχεραίνειν,O,O,O,False,O,187,δυσχεραίνω,0007-010.xml,0
6987,108593577,τοὺς,O,O,O,False,O,187,ὁ,0007-010.xml,0
6988,108593578,γεωργοῦντας,O,O,O,False,O,187,γεωργέω,0007-010.xml,0
6989,108593579,.,O,O,O,False,O,187,.,0007-010.xml,0
6990,,O,O,O,O,False,O,187,,,0
6991,122212612,μὴ,O,O,O,False,O,187,μή,2042-047.xml,0
6992,122212613,ἔχοντες,O,O,O,False,O,187,ἔχω,2042-047.xml,0
6993,122212614,δὲ,O,O,O,False,O,187,δέ,2042-047.xml,0
6994,122212615,δοῦναι,O,O,O,False,O,187,δίδωμι,2042-047.xml,0
6995,122212616,τὴν,O,O,O,False,O,187,ὁ,2042-047.xml,0
6996,122212617,διαφορὰν,O,O,O,False,O,187,διαφορά,2042-047.xml,0
6997,122212618,",",O,O,O,False,O,187,",",2042-047.xml,0
6998,122212619,εὐγνωμόνως,O,O,O,False,O,187,εὐγνώμων,2042-047.xml,0
6999,122212620,συγκαταθήσονται,O,O,O,False,O,187,συγκατατίθημι,2042-047.xml,0
7000,122212621,",",O,O,O,False,O,187,",",2042-047.xml,0
7001,122212622,μηδὲν,O,O,O,False,O,187,μηδείς,2042-047.xml,0
7002,122212623,τῶν,O,O,O,False,O,187,ὁ,2042-047.xml,0
7003,122212624,κατὰ,O,O,O,False,O,187,κατά,2042-047.xml,0
7004,122212625,τοὺς,O,O,O,False,O,187,ὁ,2042-047.xml,0
7005,122212626,ἀνθρώπους,O,O,O,False,O,187,ἄνθρωπος,2042-047.xml,0
7006,122212627,ἀπὸ,O,O,O,False,O,187,ἀπό,2042-047.xml,0
7007,122212628,τῶν,O,O,O,False,O,187,ὁ,2042-047.xml,0
7008,122212629,ἀστέρων,O,O,O,False,O,187,ἀστήρ,2042-047.xml,0
7009,122212630,γίνεσθαι,O,O,O,False,O,187,γίγνομαι,2042-047.xml,0
7010,122212631,",",O,O,O,False,O,187,",",2042-047.xml,0
7011,122212632,ἀλλ’,O,O,O,False,O,187,ἀλλά,2042-047.xml,0
7012,122212633,",",O,O,O,False,O,187,",",2042-047.xml,0
7013,122212634,ὡς,O,O,O,False,O,187,ὡς,2042-047.xml,0
7014,122212635,προειρήκαμεν,O,O,O,False,O,187,προλέγω,2042-047.xml,0
7015,122212636,",",O,O,O,False,O,187,",",2042-047.xml,0
7016,122212637,εἰ,O,O,O,False,O,187,εἰ,2042-047.xml,0
7017,122212638,ἄρα,O,O,O,False,O,187,ἄρα,2042-047.xml,0
7018,122212639,σημαίνεσθαι,O,O,O,False,O,187,σημαίνω,2042-047.xml,0
7019,122212640,",",O,O,O,False,O,187,",",2042-047.xml,0
7020,122212641,ὡς,O,O,O,False,O,187,ὡς,2042-047.xml,0
7021,122212642,εἰ,O,O,O,False,O,187,εἰ,2042-047.xml,0
7022,122212643,μὴ,O,O,O,False,O,187,μή,2042-047.xml,0
7023,122212644,καὶ,O,O,O,False,O,187,καί,2042-047.xml,0
7024,122212645,ἀπὸ,O,O,O,False,O,187,ἀπό,2042-047.xml,0
7025,122212646,τῶν,O,O,O,False,O,187,ὁ,2042-047.xml,0
7026,122212647,ἀστέρων,O,O,O,False,O,187,ἀστήρ,2042-047.xml,0
7027,122212648,τις,O,O,O,False,O,187,τις,2042-047.xml,0
7028,122212649,ἐλάμβανε,O,O,O,False,O,187,λαμβάνω,2042-047.xml,0
7029,122212650,τὰ,O,O,O,False,O,187,ὁ,2042-047.xml,0
7030,122212651,παρεληλυθότα,O,O,O,False,O,187,παρέρχομαι,2042-047.xml,0
7031,122212652,καὶ,O,O,O,False,O,187,καί,2042-047.xml,0
7032,122212653,τὰ,O,O,O,False,O,187,ὁ,2042-047.xml,0
7033,122212654,μέλλοντα,O,O,O,False,O,187,μέλλω,2042-047.xml,0
7034,122212655,",",O,O,O,False,O,187,",",2042-047.xml,0
7035,122212656,ἀλλ’,O,O,O,False,O,187,ἀλλά,2042-047.xml,0
7036,122212657,ἀπὸ,O,O,O,False,O,187,ἀπό,2042-047.xml,0
7037,122212658,τοῦ,O,O,O,False,O,187,ὁ,2042-047.xml,0
7038,122212659,νοῦ,O,O,O,False,O,187,νόος,2042-047.xml,0
7039,122212660,τοῦ,O,O,O,False,O,187,ὁ,2042-047.xml,0
7040,122212661,Θεοῦ,B-PER,O,B-PERS,True,PERS,187,θεός,2042-047.xml,0
7041,122212662,",",O,O,O,False,O,187,",",2042-047.xml,0
7042,122212663,διά,O,O,O,False,O,187,διά,2042-047.xml,0
7043,122212664,τινος,O,O,O,False,O,187,τις,2042-047.xml,0
7044,122212665,λόγου,O,O,O,False,O,187,λόγος,2042-047.xml,0
7045,122212666,προφητικοῦ,O,O,O,False,O,187,προφητικός,2042-047.xml,0
7046,122212667,.,O,O,O,False,O,187,.,2042-047.xml,0
7047,,O,O,O,O,False,O,187,,,0
7061,,O,O,O,O,False,O,187,,,0
7077,,O,O,O,O,False,O,187,,,0
7078,101317946,καὶ,O,O,O,False,O,187,καί,0032-001.xml,0
7079,101317947,γὰρ,O,O,O,False,O,187,γάρ,0032-001.xml,0
7080,101317948,οἱ,O,O,O,False,O,187,ὁ,0032-001.xml,0
7081,101317949,Μαντινεῖς,B-GRP,O,B-GRP,True,MISC,187,Μαντινεύς,0032-001.xml,1
7082,101317950,βοηθήσαντές,O,O,O,False,O,187,βοηθέω,0032-001.xml,0
7083,101317951,ποτε,O,O,O,False,O,187,ποτέ,0032-001.xml,0
7084,101317952,",",O,O,O,False,O,187,",",0032-001.xml,0
7085,101317953,ἐπεκδραμόντες,O,O,O,False,O,187,ἐπεκτρέχω,0032-001.xml,0
7086,101317954,πελτασταῖς,O,O,O,False,O,187,πελταστής,0032-001.xml,0
7087,101317955,ἐκ,O,O,O,False,O,187,ἐκ,0032-001.xml,0
7088,101317956,τοῦ,O,O,O,False,O,187,ὁ,0032-001.xml,0
7089,101317957,ἐπὶ,O,O,O,False,O,187,ἐπί,0032-001.xml,0
7090,101317958,Λέχαιον,B-LOC,O,B-LOC,True,MISC,187,Λέχαιον,0032-001.xml,0
7091,101317959,τείνοντος,O,O,O,False,O,187,τείνω,0032-001.xml,0
7092,101317960,τείχους,O,O,O,False,O,187,τεῖχος,0032-001.xml,0
7093,101317961,",",O,O,O,False,O,187,",",0032-001.xml,0
7094,101317962,ἀκοντιζόμενοι,O,O,O,False,O,187,ἀκοντίζω,0032-001.xml,0
7095,101317963,ἐνέκλινάν,O,O,O,False,O,187,ἐγκλίνω,0032-001.xml,0
7096,101317964,τε,O,O,O,False,O,187,τε,0032-001.xml,0
7097,101317965,καὶ,O,O,O,False,O,187,καί,0032-001.xml,0
7098,101317966,ἀπέθανόν,O,O,O,False,O,187,ἀποθνῄσκω,0032-001.xml,0
7099,101317967,τινες,O,O,O,False,O,187,τις,0032-001.xml,0
7100,101317968,αὐτῶν,O,O,O,False,O,187,αὐτός,0032-001.xml,0
7101,101317969,φεύγοντες,O,O,O,False,O,187,φεύγω,0032-001.xml,0
7102,101317970,·,O,O,O,False,O,187,·,0032-001.xml,0
7103,,O,O,O,O,False,O,187,,,0
7104,106907780,ὁ,O,O,O,False,O,187,ὁ,0060-001.xml,0
7105,106907781,δὲ,O,O,O,False,O,187,δέ,0060-001.xml,0
7106,106907782,Μέμνων,B-PER,O,B-PERS,True,PERS,187,Μέμνων,0060-001.xml,1
7107,106907783,χρήμασι,O,O,O,False,O,187,χρῆμα,0060-001.xml,0
7108,106907784,διαφθείρων,O,O,O,False,O,187,διαφθείρω,0060-001.xml,0
7109,106907785,πολλοὺς,O,O,O,False,O,187,πολύς,0060-001.xml,0
7110,106907786,τῶν,O,O,O,False,O,187,ὁ,0060-001.xml,0
7111,106907787,Ἑλλήνων,B-GRP,O,B-GRP,True,MISC,187,Ἕλλην,0060-001.xml,0
7112,106907788,ἔπεισε,O,O,O,False,O,187,πείθω,0060-001.xml,0
7113,106907789,κοινωνεῖν,O,O,O,False,O,187,κοινωνέω,0060-001.xml,0
7114,106907790,τῶν,O,O,O,False,O,187,ὁ,0060-001.xml,0
7115,106907791,Περσικῶν,B-GRP,O,B-GRP,True,MISC,187,Περσικός,0060-001.xml,0
7116,106907792,ἐλπίδων,O,O,O,False,O,187,ἐλπίς,0060-001.xml,0
7117,106907793,.,O,O,O,False,O,187,.,0060-001.xml,0
7118,,O,O,O,O,False,O,187,,,0
7119,113996485,"""",O,O,O,False,O,187,"""",0087-001.xml,0
7120,113996486,Κάϋστρος,B-LOC,O,B-LOC,True,MISC,187,Κάϋστρος,0087-001.xml,0
7121,113996487,"""",O,O,O,False,O,187,"""",0087-001.xml,0
7122,113996488,ποταμός,O,O,O,False,O,187,ποταμός,0087-001.xml,0
7123,113996489,",",O,O,O,False,O,187,",",0087-001.xml,0
7124,113996490,ὃς,O,O,O,False,O,187,ὅς,0087-001.xml,0
7125,113996491,διὰ,O,O,O,False,O,187,διά,0087-001.xml,0
7126,113996492,τὸ,O,O,O,False,O,187,ὁ,0087-001.xml,0
7127,113996493,ἔχειν,O,O,O,False,O,187,ἔχω,0087-001.xml,0
7128,113996494,τὴν,O,O,O,False,O,187,ὁ,0087-001.xml,0
7129,113996495,κεκαυμένην,O,O,O,False,O,187,καίω,0087-001.xml,0
7130,113996496,χώραν,O,O,O,False,O,187,χώρα,0087-001.xml,0
7131,113996497,πλησίον,O,O,O,False,O,187,πλησίον,0087-001.xml,0
7132,113996498,ἐκλήθη,O,O,O,False,O,187,καλέω,0087-001.xml,0
7133,113996499,.,O,O,O,False,O,187,.,0087-001.xml,0
7134,,O,O,O,O,False,O,187,,,0
7135,103000450,Ἔρως,B-PER,O,B-PERS,True,PERS,187,Ἔρως,0005-001.xml,1
7136,103000451,δ’,O,O,O,False,O,187,δέ,0005-001.xml,0
